,Agency_Text,Sex_Code_Text,Ethnic_Code_Text,Language,LegalStatus,CustodyStatus,MaritalStatus,DecileScore,Age
41401,1,1,1,1,10,10,1,1,24
37801,1,1,10,1,1,100,1,1,25
39353,1,1,10,1,1,100,1,0,19
4026,10,1,1,1,10,10,10,0,56
20734,1,1,10,1,1,1,1,2,39
8291,10,1,100,1,10,10,10000,1,30
48921,1,1,10,1,1,100,1,0,25
28898,1,10,10,1,1,1,1,0,41
20555,1,1,10,1,10,10,1,1,28
17943,10,1,10,1,10,10,1,0,21
10895,1,1,10,1,1,1,10,0,33
22044,1,1,10,1,1,1,10,0,52
5707,1,10,1,1,1,100,1,1,24
44564,1,1,10,1,1,1,1,0,22
44360,1,10,100,10,1,100,1,0,33
3974,10,1,1,1,1,1,1,1,44
34993,10,1,1,1,1000,10,1,0,29
18137,10,1,100,1,10,10,1,0,24
27981,10,1,1,1,10,10,1,0,24
30134,1,1,1,1,1,1,1,1,18
40866,1,1,100,10,1,100,10,0,33
20063,10,1,10,1,10,10,1,0,22
50002,1,1,100,1,100,10,10000,0,34
7769,1,1,10,1,1,1,1,0,28
48596,1000,1,10,1,1,1,1,0,26
49929,1,10,10,1,1,1,1,1,26
31179,1,1,10,1,1,1,1,0,26
18716,10,1,1,1,1000,10,1000,0,41
4990,10,1,10,1,10,10,10000,0,38
27641,1,10,1,1,1,100,1000,0,36
51554,1,1,10,1,1,1,1,0,24
40011,10,10,100,1,10,10,1,1,26
51278,1,1,1,1,1,1,1,2,32
39411,10,10,100,1,10,10,1,0,26
19766,10,10,1,1,10,10,1000,0,36
2686,1,10,10,1,1,1,100000,0,65
52712,1,10,10,1,1,1,1,0,27
31850,1,1,1,1,1,1,1,0,35
9361,1,1,1,1,10,10,1,0,35
58110,10,1,10,1,1,1,1,1,31
46409,1,1,10,1,1,1,1,0,20
15694,1,10,1,1,1,100,10,0,29
15229,1,1,10,1,1,1,1,0,28
19685,1,1,1,1,1,1,1,0,21
49147,1,10,1,1,1,1,10,1,37
27707,10,10,1,1,100,100,1,0,23
46604,1,1,1,1,1,100,1,0,36
4888,1,1,10,1,1,1,10,0,26
34427,10,1,1,1,10,10,1,1,26
16481,1,1,1,1,10,10,1,0,19
12369,10,1,1,1,10,10,1,0,31
49154,1,1,1,1,1,1,1,0,26
58044,1,1,10,1,10,10,1,2,23
60196,1,1,1,1,1,1,1,0,51
32713,1,10,10,1,1,1,1,1,36
6750,1,1,10,1,1,1,1,1,19
965,10,10,10,1,10,10,1,2,25
53053,10,10,1,1,10,10,1,1,26
24899,10,1,1,1,100,10,1,0,38
17128,10,10,1,1,10,10,1,2,28
41714,1,1,10,1,1,100,1,0,40
19498,100,1,10,1,1,1,1,2,21
49085,1,1,10,1,1,1,1,0,20
1850,1,1,100,1,1,100,10,0,47
32459,10,1,10,1,10,10,10,1,56
48260,1,1,10,1,1,100,1,1,26
6383,10,1,10,1,10,10,1,2,37
18121,1,1,10,1,10,10,1,2,34
19283,1,1,10,1,1,1,100,0,29
29416,1,1,1,1,1,1,1,0,33
19414,10,1,10,1,1000,10,1,1,23
11448,1,1,10,1,1,1,10,0,39
24977,1,1,1,1,1,1,1,1,52
38123,10,1,10,1,1000,10,1,0,28
20352,1,1,10,1,1,1,1,0,38
36677,1,1,100,1,1,1,10000,0,31
48165,1,1,10,1,1,1,1,1,25
50635,1,1,1000,1,1,1,1,0,22
26769,10,1,10,1,10,10,1000,0,55
48259,1,1,10,1,1,100,1,2,26
36681,1,10,1000,1,1,1,1,1,31
32805,10,1,1,1,10,10,1,0,47
38578,1,1,10,1,1,1,1,1,37
53057,1,1,10,1,1,100,1,1,19
11558,10,10,1,1,10,10,1,0,34
35795,10,1,10,1,10,10,1,0,67
43885,1,1,10,1,1,100,1,1,28
604,1,1,10,1,1,1,1,2,23
26134,1,1,10,1,1,1,10,0,49
11328,1,1,10,1,1,1,1,0,31
23133,1,1,100,1,1,1,1000000,0,25
46393,1,10,1,1,1000,10,100000,0,53
30996,1,10,1,1,1,1,10,0,67
32369,1,1,1,1,1,100,1,0,30
16421,10,10,10,1,10,10,1,0,22
47496,1,1,10,1,1,1,1,1,27
35260,1,1,10,1,1,1,1,1,47
52723,1,1,1000,1,1,1,1,1,28
53538,10,1,1,1,10,10,1,0,49
22022,1,1,10,1,10,10,10,0,22
59283,1,1,1,1,1,1,100,0,51
46992,1,10,1,1,1,1,1,0,48
4153,1,1,1000,1,1,1,1,2,21
10017,1,1,10,1,1,1,1,0,25
17215,1,1,1,1,1,100,1,1,42
15076,1,1,10,1,1,1,1,0,53
32278,1,1,10,1,1,1,10,0,40
5151,1,1,1,1,1,1,1,0,41
23277,10,1,100,1,1000,10,10,0,40
46005,1,1,1,1,10,10,1,1,29
43674,1,1,1000,1,1,1,1,0,53
13683,1,1,1,1,1,1,1,0,35
11755,1,1,10,1,1,1,1,1,19
33562,10,10,10,1,10,10,1,1,25
11163,1,1,1,1,1,100,1,0,34
5506,1,10,10,1,1,1,1,1,37
54499,1,1,10,1,1,1,100,0,39
14578,1,1,10,1,1,1,1,1,46
49606,10,1,100,1,10000,10,1,0,36
36914,1,1,1,1,1,100,1,1,49
17824,1,1,1,1,1,100,1,1,44
23487,1,1,10,1,1,1,1,1,37
60354,1,1,10,1,1,1,1,0,26
31384,1,1,1,1,1000,10,1,0,34
56229,1,1,1,1,1,1,1,0,34
13681,1,1,10,1,1,1,1,1,34
40209,10,1,1,1,10,10,1,0,51
52445,1,1,1,1,10,10,1000,1,40
56827,1,1,1,1,1,1,1,0,42
20913,10,1,1,1,10,10,1,0,32
43496,1,1,1,1,1,1,1,0,48
31657,1,1,10,1,1,1,10000,0,40
14508,1,1,1000,1,1,1,10,0,31
56961,1,1,1,1,1,1,100000,0,56
33387,1,1,1,1,1,1,10,0,40
28197,1,1,1,1,1,1,1,0,27
33140,1,10,10,1,10,10,1,0,23
44565,10,1,10,1,10,10,1,1,22
52624,10,1,100,1,10,10,1,2,23
44872,1,1,1,1,1,1,1,0,23
52656,10,1,10,1,10,10,1,0,25
38879,10,1,10,1,10,10,1,0,29
751,1,1,100,1,1,1,10,1,36
24190,1,1,10,1,10,10,1,2,25
43442,1,10,1,1,1,1,100,0,37
13887,10,1,1,1,10,10,1,0,22
32996,1000,1,10,1,1,1,1,2,52
38222,1,1,1,1,10,10,1,1,34
20104,10,1,100,1,1000,10,10,0,35
159,1,1,10,1,1,1,1,0,42
33963,1,10,1,1,1,100,10,0,43
725,1,1,100,1,1,1,1,0,33
28168,1,1,1000,1,10,10,1,0,26
30363,10,1,1,1,10,10,1,0,27
32901,1,10,100,1,1,1,1,1,21
13917,1,1,1,1,1,1,1000,0,54
21732,1,1,10,1,1,1,1,0,23
46285,1,1,1000,1,1,100,10,1,23
52174,1,10,1,1,1,1,1,0,30
58279,1,1,100,1,1,1,1,0,44
42244,1,1,10,1,1,1,1,1,30
34587,1,1,1000,1,1,1,1,0,37
39564,1,1,1,1,1,1,1,0,21
29811,1,1,10,1,1,1,1,1,30
44822,1,1,1,1,1,1,10,0,64
20203,1,1,100,1,1,1,10,0,37
10066,1,10,10,1,10,10,1,0,22
35086,10,10,10,1,10,10,10,1,24
47501,1,1,1000,1,1,1,1,0,37
35441,1,1,100,1,1,1,10,1,34
17705,1,1,1,1,10,100000,1000,1,42
9744,10,1,100,1,1000,10,1,0,49
21678,1,10,10,1,1,1,1,0,32
51714,100,1,1,1,1000000,10,1,0,22
58544,1,1,10,1,1,100,1,2,56
28182,1,1,1,1,1,1,1,0,25
38185,1,10,10,1,1,100,1,2,24
57166,1,1,10,1,1,1,10,0,34
15442,10,1,100,1,10,10,1,0,22
7586,1,1,10,1,1,1,1,1,29
2812,10,1,100,1,10,10,1,0,45
7363,10,1,1,1,10,10,10,1,36
15047,1,1,100,1,1,1,1,0,25
25931,1,1,10,1,1,100,1,0,36
8103,1,1,10,1,1,1,1,1,19
51160,1,1,10,1,1,1,1,1,20
32985,1000,1,10,1,1,1,1,2,19
21594,10,1,10,1,10,10,1,2,19
12196,1,1,100,1,1,100,1,1,25
24651,1,1,10,1,1,100,1,0,31
13260,1,1,10,1,1,1,1,0,28
7006,10,1,1,1,10,10,1,0,47
8941,1,1,10,1,1,1,1000,0,48
17121,10,1,100,1,1000,10,10,0,57
58249,1,1,1000,1,1,1,1,0,25
26490,1,1,10,1,1,1,1,0,42
38333,1,1,1,1,1,1,1,0,20
56965,1,1,1,1,1,1,1,2,34
55932,10,10,1,1,10,10,1,0,24
47966,1,10,10,1,1,1,1,0,51
15990,1,10,100,1,1,100,1,1,21
11312,1,1,10,1,1,1,1,0,29
41257,1,1,10,1,1,1,1,0,22
47639,1,1,1,1,1,1,10,0,28
42045,10,10,100,1,10,10,1,0,25
59173,1,10,1000,1,1,1,10,0,33
25559,10,1,10,1,10,10,10,0,38
46858,10,10,100,1,10,10,1,2,32
16301,10,10,1,1,10,10,1,0,28
18099,10,1,1,1,10,10,1,0,49
33831,1,1,1,1,1,1,1,0,21
28907,1,1,100,1,1,1,1,0,27
22366,10,1,1,1,10,10,1000,0,30
27860,1,1,10,1,1,1,1,0,33
43209,1,1,10,1,10,1,10,0,48
43597,1,1,1,1,1,1,1,0,30
56218,1,1,10,1,1000,1,10,2,32
24928,1,10,1,1,1,1000,1,0,27
18595,1,10,1000,1,1,1,1,0,21
27792,1,10,1,1,1,1,100,0,32
5906,1,1,1,1,1,1,1,0,29
31923,1,1,10,1,1,1,1,0,34
3980,1,1,100,1,1,1,1,0,29
6571,1,1,1,1,10,10,1,2,32
1648,10,1,1,1,10,10,1,1,25
35110,10,1,1,1,10,10,10000,0,56
21984,1,1,10,1,1,100,1000,0,52
11440,1,10,100,1,10,10,1,1,25
11010,1,1,10,1,1,1,10,2,22
8666,1,1,10,1,1,100,1,0,19
20402,1,1,10,1,1,1,1,0,27
39196,10,1,10,1,10,10,1,1,26
28380,10,10,10,1,1000,10,1,0,46
25910,10,1,10,1,10,10,1,0,20
8873,10,1,1,1,10,10,1,0,47
40083,10,1,10,1,1,1,1,1,37
27942,10,1,100,1,10,10,1,0,31
31516,1,10,1,1,1,1,1,1,19
7617,1,1,10,1,1,100,1,2,56
13826,1,1,1,1,1,100,1,0,24
20973,1,1,10,1,1,100,1,0,59
26797,10,10,100,1,10,10,1,0,20
27226,1,1,1,1,1,1,1,1,35
44767,1,1,10,1,1,1,1,0,33
4062,1,1,10,1,1,1,1,1,31
17616,10,1,100,1,10,10,10,0,32
54275,1,1,1000,1,10,10,1,1,24
36093,10,10,1,1,1,100,1,0,28
11814,1,1,1,1,1,1,1,1,21
46339,1,1,1000,1,1,1,1,0,30
41325,1,1,10,1,1,1,1,0,22
47847,1,1,10,1,1,1,1,0,21
19933,1,1,10,1,1,1,10,0,33
12122,1,10,10,1,1,1,1,0,19
44068,10,10,100,1,10,10,1,0,57
50756,100,1,10,1,1000,10,10,0,28
28742,10,1,100,1,10,10,10,0,43
1513,1,1,1,1,1,1,1,0,21
38211,1,1,100,1,1,1,1,1,19
40833,10,1,10,1,10,10,1,0,30
40932,1,1,10000,1,1,1,10000,0,46
56899,1,1,10,1,10,10,1,1,25
1210,1,10,1,1,1,1,1,1,20
35388,1,1,1,1,1,1,1,1,26
22189,1,1,10,1,1,100,1,0,35
33979,1,1,1,1,1,1,1,0,28
12600,10,10,1,1,10,10,1000,0,56
56132,1,10,10,1,1,1,1,0,25
6982,10,1,100,1,1000,10,1,0,26
30663,1,1,10,1,1,1,1,2,21
49317,10,1,10,1,10,10,1,0,26
19093,1,1,10,1,1,1,1,0,30
1323,1,10,1,1,1,1,1,0,48
4264,1,1,10,1,1,1,1,2,19
6818,1,1,100,1,1,1,1,0,24
22425,10,1,100,1,10,10,1,0,57
30912,1,1,1000,1,10,10,10,0,46
15063,1,1,1,1,1,1,1,0,52
47305,1,10,1,1,1,1,1,0,25
53003,1,10,10,1,1,1,1,0,28
34902,1,1,1,1,1,100,1,0,42
50109,1,1,10,1,1,1,1,2,18
1273,1,1,1,1,1,1,1,0,32
26042,1,1,1000,1,1,1,10,0,49
41312,10,10,10,1,10,10,1,0,30
16988,10,1,10,1,10,10,1,2,35
54105,1,1,1,1,1,100,10,0,42
24165,10,1,100,1,1000,10,10,0,41
58248,1,1,1000,1,1,1,1,0,25
26312,1,10,1,1,1,1,1,0,20
17406,1,1,100,1,10,10,1,0,28
39156,10,1,1,1,10,10,1,0,28
17957,1,10,10,1,1,100,1,0,22
60374,1,10,10,1,1,100,1,0,41
30934,1,1,10,1,1,1,1,2,20
8456,1,1,100,1,1,1,1000,0,28
23297,1,1,10,1,1,1,1,0,35
21451,1,10,1000,1,1,100,100,0,53
27724,10,1,10,1,1,1,1,2,28
55279,1,1,1,1,10,10,1,0,24
35278,1,1,10,1,1,1,1,0,62
42115,1,1,1,1,1,1,1,2,22
20274,1,1,1000,1,1,1,10,0,31
39189,1,1,10,1,1,1,1,1,36
45542,10,1,100,1,10,10,10000,0,38
49232,1,1,10,1,1,1,1,0,20
2873,10,10,10,1,10,10,1,0,46
13860,1,1,10,1,1,1,10000,0,35
33652,1,1,10,1,1,1,1,0,23
47795,1,1,1000000,1,1,1,10000,0,33
29798,1,1,1,1,1,1,1,0,18
59518,1,1,100,1,1,1,1,1,21
22853,10,1,10,1,1,100,1,0,22
55081,1,1,1,1,1,100,10,0,47
119,1,1,1,1,10,10,1,0,36
45412,1,1,10,1,1,1,1,2,20
9229,1,1,10,1,1,1,1,1,39
38200,10,1,1,1,10,10,1,0,54
46886,1,1,1,1,1,1,1,0,33
369,10,1,10,1,10,10,1,0,28
60069,1,10,1,1,1,1,1000,0,29
9193,1,1,1,1,1,1,1,1,32
11223,1,1,100,1,1,1,1,0,24
52136,1,10,1,1,1,100,1000,0,50
22294,1,10,1,1,1,100,1,0,52
39382,1,1,1,1,1,1,1,0,71
26446,10,10,10,1,10,10,1,1,21
51277,1,1,1,1,1,1,1,2,32
52446,1,1,1,1,1,1,1,0,50
3793,1,10,1,1,1000,10,10,0,46
3552,1,1,1,1,1,1,1,1,24
14553,1,1,1,1,1,1,1,1,19
58815,1,1,1,1,1,1,1,0,30
31948,1,1,10,1,1,1,1,0,28
28780,10,10,10,1,10,10,1,0,33
17222,1,1,10,1,1,1,1,1,57
19166,10,10,10,1,10,10,1,1,30
23027,1,1,100,1,1,100,1,1,20
7054,10,1,10,1,10,10,10,0,40
146,1,1,10,1,1,1,1,1,27
40487,10,1,1,1,1000,10,1,0,24
52277,10,10,1,1,10,10,10000,0,66
31298,1,1,1000,1,1,100,1,1,36
51253,1,10,10,1,1,1,1,2,20
18831,10,10,100,1,100,10,1000,0,36
9374,1,1,10,1,1,1,1,0,23
19199,10,1,1,1,10,10,1,0,19
54612,1,1,100,1,1,1,1,1,50
8317,10,10,100,1,10,10,10000,0,58
40325,1,1,1,1,1,100,1,1,19
16770,1,1,10,1,1000,10,1,0,34
59748,1,1,10,1,1,1,1,2,21
49850,1,1,10,1,1,1,1,0,18
37065,1,1,10,1,1,1,1,0,27
35915,1,1,10,1,1,1,100,1,46
60162,1,1,1,1,1000,1,1,0,28
17783,1,1,1,1,1,100,1000,2,40
55453,10,1,1,1,10,10,1,0,58
16239,10,10,10000,1,10,10,1,0,27
55101,10,1,1,1,1,100,1,0,26
24752,1,1,1,1,1,1,1,1,45
30512,1,1,10,1,1,1,1,0,25
60034,1,10,10,1,1,1,1,2,20
44616,10,1,1,1,1000,10,10,0,62
25591,1,10,10,1,10,10,1,0,45
35012,1,1,1,1,1,1,1,0,30
40025,10,1,1,1,10,10,10,0,53
32539,1,1,10,1,1,1,1,2,25
659,10,1,100,10,1000,10,10,0,34
11237,1,1,10,1,10,10,1,0,58
28438,1,1,100,1,1,100,1,1,18
27122,10,1,100,1,1000,10,10,0,36
35279,1,1,10,1,1,1,1,0,62
56582,1,1,10,1,1,1,1,0,27
4329,10,1,100,1,1000,10,10,0,25
46440,1,1,1000,1,1,1,10,0,45
35296,1,1,10,1,10,10,1,1,51
55660,1,10,1,1,1,1,1,0,19
6336,1,1,1,1,1,1,1,0,34
45231,10,1,1,1,10,10,1,0,45
46347,1,10,10,1,1,1,1,0,40
25271,10,1,100,1,10,10,1,0,22
8343,100,1,10,1,1,1,1,2,20
16417,10,1,100,1,10,10,10,0,28
5942,1,1,10,1,1,1,1,0,24
16425,10,1,100,1,1000,10,1000,0,64
9089,1,1,1,1,1,1,1,0,31
6425,1,1,1,1,1,1,1,0,28
25008,1,1,10,1,1,1,1,0,26
55005,1,10,1,1,1,1,10000,0,38
8403,1,1,1,1,1,1,10,0,26
4517,1,1,1,1,1,1,1,0,51
57282,1,1,1,1,1,100,1,1,24
37931,10,1,1,1,10,10,1,0,57
29005,10,1,10,1,1000,10,1,2,18
17595,10,1,1,1,10,10,10,0,56
17959,1,1,100,1,1,100,1,0,22
34684,1,10,10,1,1,1,10,1,46
35416,10,10,1,1,10,10,10000,0,47
24397,1,1,100,1,1000,10,10,0,78
49400,10,1,10,1,1000,10,10,0,41
13650,1,1,1,1,1,1,1,0,54
57564,1,1,1000,1,1,1,10,0,64
35974,1,1,10,1,10,10,1,0,44
17582,1,1,1,1,10,10,10,1,40
40459,1,10,1,1,1,1,1,2,32
34381,10,1,1,1,1,100,1,0,35
10892,10,10,1,1,10,10,1,0,22
42053,1,1,1,1,1,1,100,0,30
41547,1,1,10,1,1,1,1,0,27
10533,1,10,10,1,1,1,100,0,22
42948,10,1,1,1,1000,10,10000,0,31
2389,1,1,10,1,1,1,1,1,30
33001,1,10,1,1,1000,10,10,0,49
48250,10,1,100,1,10,10,1,0,23
51272,1,1,100,1,1,1,100,0,24
44553,1,10,10,1,1,1,1,1,18
41085,10,1,1,1,10,10,10,0,43
14351,1,1,1,1,1,1,1,0,41
12075,1,1,10,1,1,1,10,0,26
331,1,1,10,1,1,1,1,2,21
21920,1,1,10,1,1,1,1,0,19
26124,1,1,1,1,10,10,1,0,30
37429,10,1,1,1,1000,10,1,0,47
23370,1,1,1,1,1,1,1,0,44
17819,1,1,10,1,10,10,1,0,23
42424,1,1,1,1,10,10,1,1,31
30788,1,10,1,1,1,100,1000,1,33
36029,10,1,1,1,1000,10,1,1,31
25884,1,1,10,1,1,100,1,0,27
60404,1,1,10,1,1,1,1,0,23
40281,1,1,100,1,10,10,1,2,19
35854,1,1,10,1,1,1,1,0,22
46651,1,1,1000,1,1,100,10,0,44
46898,1,1,100,1,1,1,1,0,25
14709,10,1,10,1,10,10,1,1,33
56168,1,1,1,1,1,1,1,0,65
3749,1,1,1,1,1,1,1,0,21
5492,1,1,10,1,1,1,10000,0,64
58433,1,1,10,1,1000,10,1,1,33
4483,10,10,1,1,10,10,1000,0,37
45382,1,1,1,1,1,1,1,0,30
23913,10,1,1,1,10,10,10,0,32
26399,1,1,1,1,1,1,1,0,26
21973,1,1,10,1,1,100,1,2,27
1404,10,1,10,1,10,10,1,1,19
55378,10,10,1,1,10,10,10,0,32
14272,1,1,10,1,1,1,1,0,26
25394,1,10,1,1,1,100,10,0,26
12045,1,1,10,1,1,1,1,1,23
54520,1,10,10,1,1,100,1,1,21
39627,1,1,1000,1,1,1,1,0,28
58068,1,1,1,1,1,1,1,0,20
19294,10,1,1,1,10,10,1,0,33
49561,1,10,10,1,1,100,1,1,25
24299,1,1,10,1,1,1,1,0,37
9546,10,1,100,1,10,10,1000,0,24
1572,10,1,10,1,10,10,1,0,42
36513,1,10,10,1,1,100,1,0,24
13843,1,1,1,1,1,1,1,0,18
30965,1,10,1,1,10,10,1000,0,35
18203,10,10,1,1,10,10,1,1,30
658,10,1,100,10,1000,10,10,0,34
1375,1,1,1,1,1,1,1,0,21
3688,1,1,10,1,1,1,1,2,29
34855,1,1,10,1,1,100,1,2,18
55752,10,10,10,1,10,10,1,0,41
37166,10,1,1,1,10,10,1000,0,32
25594,10,10,10,1,10,10,1,1,29
26622,1,1,1,1,1,1,1000,0,39
31073,1,10,1,1,1,1,1,0,38
5490,1,1,10,1,1,1,10000,0,64
16890,10,1,100,1,10,10,1,0,32
16382,1,1,10,1,10,10,10,0,27
14179,10,1,100,1,10,10,1000,0,38
53543,10,1,10,1,10,10,1,2,44
54171,1,1,10,1,1,1,1,1,19
10659,1,1,1,1,1,1,1,0,27
7911,1,1,10,1,1,1,1,2,24
19252,10,10,10,1,10,10,10000,0,34
47909,1,1,10,1,1,100,1,0,18
21585,1,1,1,1,1,100,1,0,23
9882,1,10,100,1,1,1,1000000,0,34
2607,1,1,10,1,1,1,1,0,30
48860,1,1,10,1,1,1,1,0,20
13535,1,1,10,1,1,1,1,0,21
20572,1,1,10,1,10,10,1,0,38
59418,1,10,10,1,1,1,1,0,23
30258,1,1,10,1,1,1,1,2,22
11724,1,1,10,1,1,1,100,0,27
57545,10,1,1,1,10,10,1,0,22
20130,1,10,1,1,1,1,1,0,22
45740,1,10,1,1,1,100,1,1,22
34102,1,1,1,1,1000,10,1,0,44
44691,10,10,10,1,1,100,1,0,22
24332,1,1,1,1,1,1,100,0,32
46784,1,10,1,1,1,1,10,0,41
46780,1,1,10,1,1,1,100,1,27
36971,1,10,10,1,1,1,1,1,42
35321,1,1,1,1,1,1,1,1,23
30183,10,1,1,1,10,1,1,0,51
33265,1,1,100,1,1,100,1,2,18
25535,10,1,100,1,10,10,1,1,54
52689,1,10,100,1,1,1,1,0,21
13276,1,1,10,1,1,1,1,1,36
33091,1,10,10,1,1,100,1,0,20
24798,10,10,10,1,10,10,1,0,25
37702,1,1,1,1,1,1,1,1,34
34482,10,10,1,1,1000,10,1,0,59
45486,1,1,1000,1,1,1,10,0,55
18704,10,1,100,1,1000,10,1,0,25
5319,1,1,1,1,1,1,1,0,43
51826,1,10,10,1,1,1,1,0,25
13867,10,10,100,1,10,10,1,0,45
21812,1,1,1,1,1,1,1,1,40
39939,1,1,100,1,1,100,1,2,23
58392,1,1,10,1,1,100,1,0,24
42385,1,10,100,1,10,10,1,1,21
21724,1,1,1000,1,1,1,1,1,19
45469,1,1,10,1,1,1,1,0,48
5443,1,1,1,1,1,1,1,0,59
42126,10,1,10,1,1000,10,1000,0,54
56315,10,1,1,1,100,10,10,0,62
47558,1,1,10,1,1,1,1,2,44
4616,1,10,1,1,10,10,10,0,60
38115,1,1,10,1,1,1,10,0,57
17527,1,1,10,1,1,100,1,0,37
23023,1,1,100,1,1,100,1,0,47
54574,1,1,10,1,1,100,1,2,21
34433,10,10,10,1,10,10,1,0,30
60317,1,1,10,1,1,1,1000000,0,41
28264,1,1,1,1,1,1,10,0,45
10433,1,1,10,1,1,1,1,0,29
52842,1,1,1,1,10,10,10,1,46
8844,10,1,100,1,10,10,1,0,27
33016,1,10,1,1,10,10,1,1,35
34852,1,10,10,1,1,1,1,0,48
39645,10,1,100,1,1000,10,10,0,40
40979,1,1,10,1,1,1,1,0,36
58792,1,1,100,1,1,1,100,0,30
41432,10,1,100,1,10,10,1,0,26
46536,1,1,1,1,1,1,10,0,50
16459,10,10,10,1,10,10,1,0,32
27595,1,10,1,1,1,100,1,0,35
26700,10,1,10,1,10,10,1,0,50
11799,1,1,10,1,1,1,1,1,19
57213,1,1,100,1,1000,10,1,0,21
27,1,1,1,1,1,1,1,0,27
8095,1,1,10,1,1,1,1,2,22
39906,10,1,10,1,10,10,1,0,35
40494,1,1,1,1,1,1,1000,0,44
20803,1,1,100,1,1,1,10,1,23
439,1,1,10,1,1,1,1,0,53
11009,1,1,10,1,1,1,1,2,27
21239,1,1,10,1,1,100,1,0,21
24080,1,1,10,1,1,1,1,0,27
36795,1,1,1000,1,1,1,1,0,42
2270,1,1,1,1,10,10,1000,0,44
22153,10,1,1,1,10,10,1,1,23
7922,1,10,1,1,1,1,1,0,47
2127,1,10,1,1,1,100,1,0,31
39185,10,1,1,1,1000,10,10,0,41
30873,1,1,10,1,1,1,1,0,22
48433,10,1,10,1,10,10,1,0,29
6389,1,1,1,1,10,10,1,1,49
30729,10,1,1,1,10,10,1000,0,29
12815,10,1,1,1,10,10,1,0,27
60677,1,10,1,1,1,100,1,2,52
21425,10,1,1,1,1,1,1000,1,52
2574,1,1,10,1,1,1,1,1,20
38864,1,1,100,1,10,10,1,1,24
39164,1,1,100,1,1,1,1,0,27
52507,1,10,10,1,1,1,1,0,31
30151,1,1,1,1,1,1000,1,1,29
35032,1,1,1000000,1,1,100,10000,0,48
49444,1,1,1,1,1,100,1,0,27
23301,1,1,100,1,1,1,10000,0,37
46444,1,10,10,1,1,1,1,2,21
42222,1,1,10,1,1,1,1,1,19
53513,1,1,10,1,1,100,1,0,24
59745,1,10,1000,1,1,1,1,0,31
31935,1,10,1000,1,1,1,1,0,37
59020,10,1,10,1,10,10,1,1,27
55493,1,1,10,1,1,1,1,0,30
29006,10,1,10,1,1000,10,1,0,18
13955,1,1,10,1,1,100,1,1,55
21282,10,1,10,1,10,10,10,0,60
48787,1,1,10,1,1,1,1,0,19
33553,1,1,10,1,1,1,1,0,24
19331,1,1,10,1,10,10,10,0,29
21220,10,10,1,1,1000,10,1,1,50
12871,1,1,1,1,1000,10,1,0,33
34476,1,1,10,1,1,100,1,1,25
30990,1,10,1,1,10,10,1,0,42
31820,1,10,100,1,1,1,1,0,34
13032,1,1,10,1,1,1,1,0,52
58160,1,1,10,1,1,1,1,1,26
53910,10,10,100,1,10,10,1,0,22
20159,10,10,10,1,10,10,10,0,36
37258,10,1,1,1,10,10,1,0,54
5401,1,1,1,1,1,1,1,0,21
52585,1,10,10,1,1,100,1,2,18
59254,1,1,1,1,1,1,1,0,36
23312,1,10,10,1,1,1,1,0,50
54504,1,1,10,1,10,10,1,0,34
12939,1,1,10,1,1,1,1,1,26
8260,1,1,10,1,1,1,100,1,46
8270,10,1,1,1,10,10,10000,0,57
56154,1,1,10,1,1,1,1,1,21
54727,10,10,100,1,10,10,10,0,39
48148,1,10,10,1,1,100,1,2,20
51716,100,1,1,1,1000000,10,1,0,22
54502,10,1,1,1,10,10,1,1,45
4772,1,1,10,1,1,1,1,0,19
24300,10,1,1,1,1000,10,1,0,46
41385,1,1,1000,1,1,1,1,0,35
50235,1,1,1,1,1,1,1,0,30
52,1,1,1,1,1,1,1,1,28
11201,10,1,10,1,1,1,1,0,28
47307,1,1,1000,1,1,1,1,0,22
2431,10,10,10,1,1000,10,1000,0,54
24344,1,1,10,1,1,100,1,2,33
40943,10,10,1,1,10,10,10,0,53
49762,1,1,1,1,10,10,10,0,30
26152,1,10,10,1,1,100,1,1,20
9277,1,1,1,1,10,10,1,0,26
19410,1,10,1,1,1,100,1000,0,47
37113,1,1,10,1,1,1,1,0,65
45551,10,1,1,1,10,10,1,0,32
15799,10,1,10000,1,10,10,10,0,35
47740,1,10,10,1,1,1,1,0,50
29484,1,1,1,1,1,100,1,2,27
10657,1,1,1,1,1,1,1,0,23
32589,1,1,10,1,1,100,1,1,20
25623,1,10,10,1,10,10,1000,0,37
2602,1,1,100,1,1,1,1,0,28
1598,1,1,10,1,1,1,100,2,31
31659,1,1,1000,1,1,1,1,0,25
5090,10,1,10,1,1000,10,10,1,36
52157,1,1,10,1,1,1,1,0,22
12573,10,1,100,1,1000,10,10,0,57
16341,10,10,1,1,10,10,1,0,25
25400,1,1,10,1,10,10,1,2,25
48589,1,10,10,1,1,1,1,0,25
37574,1,1,10,1,10,10,1,0,29
39175,10,1,100,1,1000,10,10,0,63
8990,1,1,1,1,1,1,1,0,37
42800,10,1,1,1,1000,10,1,0,39
2735,1,1,10,1,1,1,1,0,29
8514,10,1,100,10,1000,10,1,0,38
54067,10,1,1,1,10,10,1,1,27
25250,1,1,10,1,1,1,1,0,31
13941,1,1,1,1,1,100,1,2,19
11909,1,1,100,1,1,100,1,0,22
4805,1,1,10,1,1,1,1,1,40
23980,1,10,1,1,1,100,1,0,49
